Cor_Raca,Escolaridade,Renda_Media,Ano,Trimestre
4,6.0,957.7777777777778,2023,3
4,7.0,1140.4409523809525,2023,3
4,8.0,1228.695652173913,2023,3
4,9.0,1173.3333333333333,2023,3
4,10.0,1493.80111653873,2023,3
4,11.0,1091.875,2023,3
4,12.0,3241.251870324189,2023,3
4,13.0,4974.168141592921,2023,3
4,14.0,8704.285714285714,2023,3
4,15.0,7166.666666666667,2023,3
5,3.0,,2023,3
5,4.0,,2023,3
5,5.0,,2023,3
5,6.0,,2023,3
5,7.0,812.8571428571429,2023,3
5,8.0,1320.0,2023,3
5,9.0,2500.0,2023,3
5,10.0,1245.2941176470588,2023,3
5,11.0,,2023,3
5,12.0,400.0,2023,3
5,13.0,3200.0,2023,3
9,7.0,,2023,3
9,12.0,1320.0,2023,3
9,14.0,2500.0,2023,3
1,2.0,650.0,2023,4
1,3.0,1014.5454545454544,2023,4
1,4.0,1260.0,2023,4
1,5.0,1393.3333333333333,2023,4
1,6.0,866.6666666666666,2023,4
1,7.0,1241.9828326180257,2023,4
1,8.0,1135.0,2023,4
1,9.0,2136.923076923077,2023,4
1,10.0,1728.0195599022004,2023,4
1,11.0,1516.111111111111,2023,4
1,12.0,4002.622549019608,2023,4
1,13.0,7673.316666666667,2023,4
1,14.0,8871.791666666666,2023,4
1,15.0,4603.333333333333,2023,4
2,2.0,1320.0,2023,4
2,3.0,1062.5,2023,4
2,4.0,550.0,2023,4
2,5.0,857.0588235294117,2023,4
2,6.0,,2023,4
2,7.0,1042.3979591836735,2023,4
2,8.0,878.8888888888889,2023,4
2,9.0,1450.0,2023,4
2,10.0,1476.250909090909,2023,4
2,11.0,1042.7,2023,4
2,12.0,2552.923076923077,2023,4
2,13.0,7038.181818181818,2023,4
2,14.0,4400.0,2023,4
3,3.0,135.0,2023,4
3,4.0,,2023,4
3,5.0,500.0,2023,4
3,7.0,918.0,2023,4
3,10.0,1411.6666666666667,2023,4
3,12.0,3482.8571428571427,2023,4
3,13.0,2250.0,2023,4
3,15.0,8500.0,2023,4
4,2.0,906.5,2023,4
4,3.0,619.5833333333334,2023,4
4,4.0,745.7142857142857,2023,4
4,5.0,965.5148514851484,2023,4
4,6.0,931.6666666666666,2023,4
4,7.0,1222.8041627246926,2023,4
4,8.0,1249.1666666666667,2023,4
4,9.0,1927.142857142857,2023,4
4,10.0,1553.039283252929,2023,4
4,11.0,1184.2857142857142,2023,4
4,12.0,2979.5476190476197,2023,4
4,13.0,5374.666666666667,2023,4
4,14.0,5240.0,2023,4
4,15.0,8520.0,2023,4
5,3.0,,2023,4
5,4.0,,2023,4
5,5.0,400.0,2023,4
5,6.0,,2023,4
5,7.0,1022.4444444444443,2023,4
5,9.0,2500.0,2023,4
5,10.0,1294.6666666666667,2023,4
5,11.0,,2023,4
5,12.0,2080.0,2023,4
5,13.0,4600.0,2023,4
5,14.0,1000.0,2023,4
9,12.0,1360.0,2023,4
1,2.0,500.0,2024,1
1,3.0,1041.4444444444443,2024,1
1,5.0,1432.3636363636365,2024,1
1,6.0,800.0,2024,1
1,7.0,1237.1289682539682,2024,1
1,8.0,1248.0,2024,1
1,9.0,2938.0,2024,1
1,10.0,1817.996363636364,2024,1
1,11.0,1375.0526315789473,2024,1
1,12.0,4075.977832512315,2024,1
1,13.0,7725.116279069767,2024,1
1,14.0,8037.4,2024,1
1,15.0,7558.909090909091,2024,1
2,2.0,1412.0,2024,1
2,3.0,652.8571428571429,2024,1
2,5.0,1141.2173913043478,2024,1
2,6.0,500.0,2024,1
2,7.0,1133.3725490196075,2024,1
2,8.0,1114.5,2024,1
2,9.0,,2024,1
2,10.0,1514.023569023569,2024,1
2,11.0,916.5,2024,1
2,12.0,3015.9117647058824,2024,1
2,13.0,4105.909090909091,2024,1
2,14.0,4593.166666666667,2024,1
2,15.0,2500.0,2024,1
3,3.0,100.0,2024,1
3,5.0,,2024,1
3,7.0,3654.4,2024,1
3,10.0,1494.076923076923,2024,1
3,11.0,,2024,1
3,12.0,2793.75,2024,1
3,13.0,2533.333333333333,2024,1
3,15.0,8000.0,2024,1
4,1.0,,2024,1
4,2.0,805.2,2024,1
4,3.0,664.3636363636364,2024,1
4,5.0,924.4036697247708,2024,1
4,6.0,1420.0,2024,1
4,7.0,1112.7520737327188,2024,1
4,8.0,1141.851851851852,2024,1
4,9.0,1127.0,2024,1
4,10.0,1554.7566489361702,2024,1
4,11.0,1479.8260869565215,2024,1
4,12.0,3014.8222748815165,2024,1
4,13.0,4967.413223140496,2024,1
4,14.0,6635.714285714285,2024,1
4,15.0,8050.0,2024,1
5,3.0,,2024,1
5,5.0,780.0,2024,1
5,6.0,,2024,1
5,7.0,1254.5,2024,1
5,9.0,2500.0,2024,1
5,10.0,1704.3636363636365,2024,1
5,11.0,,2024,1
5,12.0,1760.5,2024,1
5,13.0,4000.0,2024,1
1,2.0,500.0,2024,2
1,3.0,773.3846153846154,2024,2
1,5.0,1027.7560975609756,2024,2
1,6.0,1882.0,2024,2
1,7.0,1208.571428571429,2024,2
1,8.0,1273.0,2024,2
1,9.0,2723.333333333333,2024,2
1,10.0,1817.035,2024,2
1,11.0,1546.0,2024,2
1,12.0,4705.946511627907,2024,2
1,13.0,8078.163120567376,2024,2
1,14.0,8870.44,2024,2
1,15.0,11394.8,2024,2
2,2.0,1000.0,2024,2
2,3.0,507.0,2024,2
2,5.0,1108.952380952381,2024,2
2,6.0,1095.0,2024,2
2,7.0,1047.153110047847,2024,2
2,8.0,800.0,2024,2
2,9.0,2800.0,2024,2
2,10.0,1587.093567251462,2024,2
2,11.0,1379.8,2024,2
2,12.0,3540.6266666666666,2024,2
2,13.0,5597.894736842105,2024,2
2,14.0,5626.5,2024,2
2,15.0,2400.0,2024,2
3,3.0,200.0,2024,2
3,5.0,200.0,2024,2
3,7.0,3232.0,2024,2
3,10.0,1497.875,2024,2
3,11.0,,2024,2
3,12.0,2780.2,2024,2
3,13.0,2566.6666666666665,2024,2
3,15.0,10000.0,2024,2
4,2.0,804.0,2024,2
4,3.0,628.08,2024,2
4,5.0,1013.0961538461538,2024,2
4,6.0,1446.75,2024,2
4,7.0,1112.5972972972972,2024,2
4,8.0,887.2631578947369,2024,2
4,9.0,1319.0,2024,2
4,10.0,1619.7116368286445,2024,2
4,11.0,1280.2978723404256,2024,2
4,12.0,3295.043280182232,2024,2
4,13.0,5550.533333333334,2024,2
4,14.0,10533.333333333334,2024,2
4,15.0,11200.0,2024,2
5,3.0,,2024,2
5,5.0,,2024,2
5,7.0,1201.6,2024,2
5,8.0,700.0,2024,2
5,9.0,2800.0,2024,2
5,10.0,2493.785714285714,2024,2
5,11.0,,2024,2
5,12.0,2241.6,2024,2
5,13.0,3875.0,2024,2
5,14.0,1000.0,2024,2
1,2.0,300.0,2024,3
1,3.0,987.0,2024,3
1,5.0,1104.1020408163265,2024,3
1,6.0,2100.0,2024,3
1,7.0,1237.6492248062016,2024,3
1,8.0,1137.3333333333333,2024,3
1,9.0,3024.8888888888887,2024,3
1,10.0,1737.2361809045226,2024,3
1,11.0,1710.5,2024,3
1,12.0,4402.654228855721,2024,3
1,13.0,8121.56329113924,2024,3
1,14.0,9533.827586206897,2024,3
1,15.0,11321.6,2024,3
2,2.0,787.3333333333334,2024,3
2,3.0,576.5,2024,3
2,5.0,921.4545454545456,2024,3
2,6.0,533.3333333333334,2024,3
2,7.0,1069.4863636363636,2024,3
2,8.0,566.6666666666666,2024,3
2,9.0,2400.0,2024,3
2,10.0,1542.8167701863354,2024,3
2,11.0,1045.5,2024,3
2,12.0,3169.887755102041,2024,3
2,13.0,6179.529411764706,2024,3
2,14.0,6204.0,2024,3
3,5.0,,2024,3
3,7.0,515.0,2024,3
3,9.0,,2024,3
3,10.0,1997.4285714285716,2024,3
3,12.0,2333.0,2024,3
3,13.0,2566.6666666666665,2024,3
3,15.0,13266.0,2024,3
4,1.0,,2024,3
4,2.0,427.1428571428572,2024,3
4,3.0,757.2173913043479,2024,3
4,5.0,1064.267857142857,2024,3
4,6.0,1700.0,2024,3
4,7.0,1111.5183917878528,2024,3
4,8.0,962.0,2024,3
4,9.0,2114.285714285714,2024,3
4,10.0,1691.8164435946462,2024,3
4,11.0,1387.3333333333333,2024,3
4,12.0,3497.148936170213,2024,3
4,13.0,5076.414814814815,2024,3
4,14.0,13704.444444444443,2024,3
4,15.0,13250.0,2024,3
5,3.0,,2024,3
5,5.0,400.0,2024,3
5,7.0,1349.8,2024,3
5,8.0,800.0,2024,3
5,9.0,2500.0,2024,3
5,10.0,2012.9285714285716,2024,3
5,11.0,,2024,3
5,12.0,2279.2,2024,3
5,13.0,2950.0,2024,3
5,14.0,1200.0,2024,3
1,1.0,,2024,4
1,2.0,320.0,2024,4
1,3.0,941.6363636363636,2024,4
1,5.0,1664.46875,2024,4
1,6.0,1597.5,2024,4
1,7.0,1173.0091743119267,2024,4
1,8.0,1140.5,2024,4
1,9.0,5052.5,2024,4
1,10.0,1772.1194581280788,2024,4
1,11.0,1666.6666666666667,2024,4
1,12.0,5901.1927437641725,2024,4
1,13.0,8078.300613496933,2024,4
1,14.0,9306.896551724138,2024,4
1,15.0,11640.8,2024,4
2,2.0,1412.0,2024,4
2,3.0,468.75,2024,4
2,5.0,673.6666666666666,2024,4
2,6.0,1537.3333333333333,2024,4
2,7.0,1160.8354978354978,2024,4
2,8.0,920.3333333333334,2024,4
2,9.0,1412.0,2024,4
2,10.0,1636.4581005586592,2024,4
2,11.0,810.0,2024,4
2,12.0,3656.3645833333335,2024,4
2,13.0,7531.789473684211,2024,4
2,14.0,5250.0,2024,4
2,15.0,10000.0,2024,4
3,3.0,800.0,2024,4
3,7.0,543.0,2024,4
3,8.0,,2024,4
3,10.0,2565.3571428571427,2024,4
3,12.0,2350.0,2024,4
4,2.0,1366.6666666666667,2024,4
4,3.0,764.53125,2024,4
4,5.0,902.3333333333334,2024,4
4,6.0,1382.4,2024,4
4,7.0,1155.893103448276,2024,4
4,8.0,961.904761904762,2024,4
4,9.0,4113.692307692308,2024,4
4,10.0,1651.2801242236026,2024,4
4,11.0,999.5172413793103,2024,4
4,12.0,3554.511261261261,2024,4
4,13.0,5700.756578947368,2024,4
4,14.0,5696.631578947368,2024,4
4,15.0,8050.0,2024,4
5,2.0,,2024,4
5,3.0,,2024,4
5,5.0,,2024,4
5,6.0,,2024,4
5,7.0,967.3333333333334,2024,4
5,8.0,3000.0,2024,4
5,9.0,,2024,4
5,10.0,1426.952380952381,2024,4
5,11.0,800.0,2024,4
5,12.0,2552.0,2024,4
5,13.0,3300.0,2024,4
5,15.0,700.0,2024,4
9,14.0,800.0,2024,4
1,2.0,,2025,1
1,3.0,1403.6,2025,1
1,5.0,1312.2051282051282,2025,1
1,6.0,963.3333333333334,2025,1
1,7.0,1282.195744680851,2025,1
1,8.0,935.578947368421,2025,1
1,9.0,2402.0,2025,1
1,10.0,1889.231692677071,2025,1
1,11.0,1518.842105263158,2025,1
1,12.0,5389.24944812362,2025,1
1,13.0,8289.697142857143,2025,1
1,14.0,10026.470588235294,2025,1
1,15.0,12093.333333333334,2025,1
2,2.0,300.0,2025,1
2,3.0,1550.0,2025,1
2,5.0,1883.8,2025,1
2,6.0,400.0,2025,1
2,7.0,1189.0326086956522,2025,1
2,8.0,856.0,2025,1
2,9.0,2400.0,2025,1
2,10.0,1702.943217665615,2025,1
2,11.0,1386.7272727272727,2025,1
2,12.0,3413.589743589744,2025,1
2,13.0,9479.058823529413,2025,1
2,14.0,5333.333333333333,2025,1
3,3.0,,2025,1
3,5.0,,2025,1
3,7.0,1125.0,2025,1
3,8.0,1412.0,2025,1
3,10.0,2617.777777777778,2025,1
3,11.0,,2025,1
3,12.0,2500.0,2025,1
4,2.0,1610.0,2025,1
4,3.0,708.3636363636364,2025,1
4,5.0,1034.4,2025,1
4,6.0,1495.3333333333333,2025,1
4,7.0,1219.4039675383228,2025,1
4,8.0,944.6206896551724,2025,1
4,9.0,3300.625,2025,1
4,10.0,1757.3616874135546,2025,1
4,11.0,1402.3684210526317,2025,1
4,12.0,3916.868613138686,2025,1
4,13.0,5290.183823529412,2025,1
4,14.0,9327.0,2025,1
4,15.0,10200.0,2025,1
5,2.0,,2025,1
5,3.0,,2025,1
5,5.0,,2025,1
5,6.0,,2025,1
5,7.0,1575.75,2025,1
5,8.0,150.0,2025,1
5,9.0,,2025,1
5,10.0,1500.7142857142858,2025,1
5,11.0,300.0,2025,1
5,12.0,3175.0,2025,1
5,13.0,5759.0,2025,1
5,15.0,12000.0,2025,1
9,10.0,1500.0,2025,1
1,2.0,1769.3333333333333,2025,2
1,3.0,740.0,2025,2
1,5.0,1159.0,2025,2
1,6.0,2538.6,2025,2
1,7.0,1317.8932461873635,2025,2
1,8.0,1008.4,2025,2
1,9.0,2879.5,2025,2
1,10.0,1835.2444168734487,2025,2
1,11.0,1425.6,2025,2
1,12.0,5532.440251572327,2025,2
1,13.0,8357.54,2025,2
1,14.0,9741.076923076924,2025,2
1,15.0,10970.588235294115,2025,2
2,2.0,,2025,2
2,3.0,1265.6666666666667,2025,2
2,5.0,952.8,2025,2
2,6.0,675.0,2025,2
2,7.0,1266.4051282051282,2025,2
2,8.0,712.0,2025,2
2,9.0,800.0,2025,2
2,10.0,1658.9837133550488,2025,2
2,11.0,1602.888888888889,2025,2
2,12.0,4610.0875,2025,2
2,13.0,6083.705882352941,2025,2
2,14.0,4766.666666666667,2025,2
2,15.0,8000.0,2025,2
3,5.0,300.0,2025,2
3,7.0,750.0,2025,2
3,10.0,21985.6,2025,2
3,12.0,,2025,2
3,13.0,2000.0,2025,2
4,2.0,2160.0,2025,2
4,3.0,1025.0,2025,2
4,5.0,1220.1518987341772,2025,2
4,6.0,1030.142857142857,2025,2
4,7.0,1226.674168297456,2025,2
4,8.0,1095.0,2025,2
4,9.0,2540.0,2025,2
4,10.0,1663.9579776756402,2025,2
4,11.0,1294.5,2025,2
4,12.0,3998.869955156951,2025,2
4,13.0,5410.420634920635,2025,2
4,14.0,7837.0,2025,2
4,15.0,12257.142857142857,2025,2
5,2.0,,2025,2
5,3.0,,2025,2
5,5.0,,2025,2
5,6.0,,2025,2
5,7.0,1380.25,2025,2
5,8.0,1518.0,2025,2
5,10.0,1303.0,2025,2
5,11.0,350.0,2025,2
5,12.0,3755.0,2025,2
5,14.0,1518.0,2025,2
5,15.0,12000.0,2025,2
1,2.0,750.0,2025,3
1,3.0,567.8571428571429,2025,3
1,5.0,921.7105263157896,2025,3
1,6.0,1472.6666666666667,2025,3
1,7.0,1376.2212189616253,2025,3
1,8.0,1021.2631578947368,2025,3
1,9.0,4345.333333333333,2025,3
1,10.0,2051.486956521739,2025,3
1,11.0,2085.6451612903224,2025,3
1,12.0,4886.364583333333,2025,3
1,13.0,8072.565420560748,2025,3
1,14.0,10650.0,2025,3
1,15.0,11698.181818181818,2025,3
2,2.0,,2025,3
2,3.0,850.3636363636364,2025,3
2,5.0,548.5,2025,3
2,6.0,500.0,2025,3
2,7.0,1200.7700534759358,2025,3
2,8.0,708.3333333333334,2025,3
2,9.0,1500.0,2025,3
2,10.0,1784.042345276873,2025,3
2,11.0,1345.3846153846157,2025,3
2,12.0,3459.089743589744,2025,3
2,13.0,6166.857142857143,2025,3
2,14.0,3150.0,2025,3
2,15.0,6759.0,2025,3
3,5.0,150.0,2025,3
3,6.0,,2025,3
3,7.0,1054.5,2025,3
3,10.0,2006.6666666666667,2025,3
3,12.0,2009.0,2025,3
3,13.0,5650.0,2025,3
4,2.0,,2025,3
4,3.0,762.7777777777778,2025,3
4,5.0,1516.8714285714286,2025,3
4,6.0,1925.0,2025,3
4,7.0,1182.9255319148936,2025,3
4,8.0,1120.3902439024391,2025,3
4,9.0,2007.2,2025,3
4,10.0,1710.6160310277958,2025,3
4,11.0,1311.6666666666667,2025,3
4,12.0,4076.272511848341,2025,3
4,13.0,5722.666666666667,2025,3
4,14.0,8150.65,2025,3
4,15.0,14500.0,2025,3
5,3.0,1300.0,2025,3
5,5.0,,2025,3
5,7.0,1100.6666666666667,2025,3
5,8.0,,2025,3
5,10.0,2722.9,2025,3
5,11.0,650.0,2025,3
5,12.0,1988.5,2025,3
5,13.0,1518.0,2025,3
5,14.0,1518.0,2025,3
5,15.0,10000.0,2025,3
1,2.0,,2025,4
1,3.0,1898.2666666666669,2025,4
1,5.0,1236.4666666666667,2025,4
1,6.0,1520.0,2025,4
1,7.0,1313.1318181818183,2025,4
1,8.0,980.4285714285714,2025,4
1,9.0,1450.0,2025,4
1,10.0,2138.312736443884,2025,4
1,11.0,3613.72,2025,4
1,12.0,5615.5546875,2025,4
1,13.0,8176.139442231076,2025,4
1,14.0,8897.142857142857,2025,4
1,15.0,9091.59090909091,2025,4
2,2.0,,2025,4
2,3.0,775.25,2025,4
2,5.0,752.1176470588235,2025,4
2,6.0,150.0,2025,4
2,7.0,1266.0932642487046,2025,4
2,8.0,613.6,2025,4
2,9.0,553.3333333333334,2025,4
2,10.0,1798.25,2025,4
2,11.0,1381.0588235294117,2025,4
2,12.0,3578.512195121951,2025,4
2,13.0,6675.181818181818,2025,4
2,14.0,6000.0,2025,4
2,15.0,4400.0,2025,4
3,5.0,,2025,4
3,7.0,803.6,2025,4
3,10.0,1830.2222222222224,2025,4
3,12.0,1763.5,2025,4
4,2.0,1600.0,2025,4
4,3.0,814.5806451612904,2025,4
4,5.0,1190.860465116279,2025,4
4,6.0,1222.0,2025,4
4,7.0,1235.1563106796116,2025,4
4,8.0,1209.64,2025,4
4,9.0,4137.5,2025,4
4,10.0,1691.574074074074,2025,4
4,11.0,1655.6046511627908,2025,4
4,12.0,4405.220657276996,2025,4
4,13.0,6332.245901639344,2025,4
4,14.0,9649.75,2025,4
4,15.0,10660.0,2025,4
5,3.0,,2025,4
5,5.0,480.0,2025,4
5,6.0,,2025,4
5,7.0,1379.5,2025,4
5,8.0,,2025,4
5,10.0,1263.8,2025,4
5,11.0,1400.0,2025,4
5,12.0,1961.25,2025,4
5,13.0,6200.0,2025,4
5,14.0,2000.0,2025,4
5,15.0,10000.0,2025,4
