Idade,Renda_Media,Ano,Trimestre
39,1710.111111111111,2021,2
40,2312.699346405229,2021,2
41,1841.2307692307693,2021,2
42,1831.7578125,2021,2
43,2494.4253731343283,2021,2
44,2346.818181818182,2021,2
45,1759.8676470588234,2021,2
46,1581.2254901960785,2021,2
47,2112.043478260869,2021,2
48,1810.2155172413795,2021,2
49,1367.1239669421489,2021,2
50,1999.4859813084115,2021,2
51,1266.2209302325582,2021,2
52,1631.1979166666667,2021,2
53,2150.135802469136,2021,2
54,2178.1132075471696,2021,2
55,1519.513888888889,2021,2
56,2389.8529411764707,2021,2
57,1697.6666666666667,2021,2
58,2331.694915254237,2021,2
59,3200.744680851064,2021,2
60,1548.1521739130435,2021,2
61,2237.906976744186,2021,2
62,4555.128205128205,2021,2
63,1781.4814814814815,2021,2
64,3832.521739130435,2021,2
65,2107.5,2021,2
66,4388.428571428572,2021,2
67,1355.8823529411766,2021,2
68,3053.076923076923,2021,2
69,1315.3846153846157,2021,2
70,1587.5,2021,2
71,7650.0,2021,2
72,740.0,2021,2
73,1100.0,2021,2
74,1513.3333333333333,2021,2
75,3000.0,2021,2
76,2200.0,2021,2
77,5000.0,2021,2
78,1000.0,2021,2
79,7000.0,2021,2
80,2300.0,2021,2
81,1300.0,2021,2
82,1150.0,2021,2
83,,2021,2
84,,2021,2
85,,2021,2
86,,2021,2
87,,2021,2
88,,2021,2
89,,2021,2
90,,2021,2
91,,2021,2
92,,2021,2
93,,2021,2
94,,2021,2
95,,2021,2
96,,2021,2
98,,2021,2
99,,2021,2
100,,2021,2
106,,2021,2
0,,2021,3
1,,2021,3
2,,2021,3
3,,2021,3
4,,2021,3
5,,2021,3
6,,2021,3
7,,2021,3
8,,2021,3
9,,2021,3
10,,2021,3
11,,2021,3
12,,2021,3
13,,2021,3
14,100.0,2021,3
15,444.0,2021,3
16,436.1111111111111,2021,3
17,525.925925925926,2021,3
18,690.3508771929825,2021,3
19,797.8888888888889,2021,3
20,811.5104166666666,2021,3
21,923.3796296296296,2021,3
22,1033.888888888889,2021,3
23,1196.969387755102,2021,3
24,1171.4392523364486,2021,3
25,1071.8181818181818,2021,3
26,1508.2954545454545,2021,3
27,1425.0564516129032,2021,3
28,1518.726618705036,2021,3
29,1237.1735537190082,2021,3
30,1259.0152671755725,2021,3
31,1516.1209677419354,2021,3
32,1549.2518518518518,2021,3
33,1631.5190839694656,2021,3
34,1377.8958333333333,2021,3
35,1548.3546511627908,2021,3
36,1424.689024390244,2021,3
37,1512.8479532163742,2021,3
38,1441.1146496815286,2021,3
39,1655.1688311688313,2021,3
40,1726.2659574468084,2021,3
41,1992.5960264900664,2021,3
42,1526.7962962962963,2021,3
43,2166.176470588235,2021,3
44,2012.3051948051948,2021,3
45,1686.081081081081,2021,3
46,1496.272,2021,3
47,1818.1338028169012,2021,3
48,1873.0289855072465,2021,3
49,1526.3649635036495,2021,3
50,1745.715384615385,2021,3
51,1532.218045112782,2021,3
52,1410.7272727272727,2021,3
53,2065.5858585858587,2021,3
54,1320.04,2021,3
55,2121.81,2021,3
56,1908.5882352941176,2021,3
57,1481.9736842105262,2021,3
58,1765.0,2021,3
59,2197.5882352941176,2021,3
60,1746.7441860465117,2021,3
61,1285.34,2021,3
62,3510.508474576271,2021,3
63,2427.1428571428573,2021,3
64,3767.307692307693,2021,3
65,1576.5625,2021,3
66,3757.142857142857,2021,3
67,1281.1304347826087,2021,3
68,3002.6666666666665,2021,3
69,1514.076923076923,2021,3
70,1955.555555555556,2021,3
71,1575.0,2021,3
72,4514.285714285715,2021,3
73,1225.0,2021,3
74,2150.0,2021,3
75,1100.0,2021,3
76,2500.0,2021,3
77,550.0,2021,3
78,4100.0,2021,3
79,2525.0,2021,3
80,500.0,2021,3
81,3000.0,2021,3
82,300.0,2021,3
83,,2021,3
84,,2021,3
85,,2021,3
86,,2021,3
87,200.0,2021,3
88,,2021,3
89,,2021,3
90,,2021,3
91,,2021,3
92,,2021,3
93,,2021,3
94,,2021,3
95,1100.0,2021,3
96,,2021,3
97,,2021,3
98,,2021,3
99,,2021,3
100,,2021,3
101,,2021,3
102,,2021,3
105,,2021,3
106,,2021,3
0,,2021,4
1,,2021,4
2,,2021,4
3,,2021,4
4,,2021,4
5,,2021,4
6,,2021,4
7,,2021,4
8,,2021,4
9,,2021,4
10,,2021,4
11,,2021,4
12,,2021,4
13,,2021,4
14,306.6666666666667,2021,4
15,288.5,2021,4
16,404.0,2021,4
17,453.2692307692308,2021,4
18,557.1159420289855,2021,4
19,764.1595744680851,2021,4
20,823.7037037037037,2021,4
21,824.9609375,2021,4
22,974.2644628099174,2021,4
23,1128.4615384615386,2021,4
24,1252.2131147540983,2021,4
25,1266.5877192982457,2021,4
26,1354.4755244755245,2021,4
27,1460.1344537815123,2021,4
28,1244.6891891891892,2021,4
29,1172.651851851852,2021,4
30,1319.0337837837835,2021,4
31,1476.437037037037,2021,4
32,1519.6052631578948,2021,4
33,1567.1851851851852,2021,4
34,1254.371212121212,2021,4
35,1553.8901734104047,2021,4
36,1533.7235294117647,2021,4
37,1525.4235294117648,2021,4
38,1610.5350318471335,2021,4
39,1439.8816568047337,2021,4
40,1551.8477157360403,2021,4
41,1823.5061728395065,2021,4
42,1314.6531791907514,2021,4
43,1631.3235294117646,2021,4
44,1948.9222222222224,2021,4
45,1677.699481865285,2021,4
46,1295.925925925926,2021,4
47,1567.5882352941176,2021,4
48,1731.2820512820513,2021,4
49,2312.0689655172414,2021,4
50,1706.5815602836878,2021,4
51,1387.6612903225807,2021,4
52,1814.571428571429,2021,4
53,2062.798076923077,2021,4
54,1621.7384615384617,2021,4
55,1833.4653465346532,2021,4
56,2149.345238095238,2021,4
57,1624.6913580246917,2021,4
58,1669.4044943820224,2021,4
59,2245.7179487179487,2021,4
60,1437.8813559322034,2021,4
61,1581.0754716981132,2021,4
62,4135.392156862745,2021,4
63,2647.5,2021,4
64,3692.3125,2021,4
65,2227.586206896552,2021,4
66,2448.75,2021,4
67,2287.826086956521,2021,4
68,1916.0,2021,4
69,2250.0,2021,4
70,1325.0,2021,4
71,2175.0,2021,4
72,2480.0,2021,4
73,1020.0,2021,4
74,1275.0,2021,4
75,433.3333333333333,2021,4
76,583.3333333333334,2021,4
77,450.0,2021,4
78,6466.666666666667,2021,4
79,450.0,2021,4
80,,2021,4
81,2000.0,2021,4
82,,2021,4
83,,2021,4
84,,2021,4
85,,2021,4
86,80.0,2021,4
87,200.0,2021,4
88,,2021,4
89,,2021,4
90,,2021,4
91,,2021,4
92,,2021,4
93,,2021,4
94,,2021,4
95,,2021,4
96,,2021,4
97,,2021,4
98,,2021,4
99,,2021,4
101,,2021,4
102,,2021,4
105,,2021,4
0,,2022,1
1,,2022,1
2,,2022,1
3,,2022,1
4,,2022,1
5,,2022,1
6,,2022,1
7,,2022,1
8,,2022,1
9,,2022,1
10,,2022,1
11,,2022,1
12,,2022,1
13,,2022,1
14,475.0,2022,1
15,639.0909090909091,2022,1
16,440.0,2022,1
17,649.2,2022,1
18,719.765625,2022,1
19,916.8089887640448,2022,1
20,844.639175257732,2022,1
21,952.1803278688524,2022,1
22,1038.0193548387097,2022,1
23,1286.267716535433,2022,1
24,1215.1323529411766,2022,1
25,1173.3955223880596,2022,1
26,1452.0487804878048,2022,1
27,1315.3129770992366,2022,1
28,1321.5874125874127,2022,1
29,1491.3125,2022,1
30,1396.9657534246576,2022,1
31,1656.201612903226,2022,1
32,1700.6586826347304,2022,1
33,1532.3673469387754,2022,1
34,1566.7131782945737,2022,1
35,1826.092485549133,2022,1
36,1749.6961325966852,2022,1
37,1622.2418300653594,2022,1
38,1888.119170984456,2022,1
39,1637.577380952381,2022,1
40,1716.279792746114,2022,1
41,1808.3,2022,1
42,1615.4486486486487,2022,1
43,1605.5474860335196,2022,1
44,1797.0848484848484,2022,1
45,1592.1684782608695,2022,1
46,1540.6029411764705,2022,1
47,1331.4859154929577,2022,1
48,1885.7452229299363,2022,1
49,2100.270967741936,2022,1
50,1686.7928571428572,2022,1
51,1581.3821138211383,2022,1
52,1810.486725663717,2022,1
53,1563.625,2022,1
54,1762.162162162162,2022,1
55,1995.92523364486,2022,1
56,1902.116504854369,2022,1
57,1856.8125,2022,1
58,1628.5,2022,1
59,1944.1285714285716,2022,1
60,1864.0975609756097,2022,1
61,1623.9636363636364,2022,1
62,2333.266666666667,2022,1
63,2811.3478260869565,2022,1
64,1200.7894736842106,2022,1
65,1763.5652173913045,2022,1
66,1896.6666666666667,2022,1
67,2238.5454545454545,2022,1
68,2229.681818181818,2022,1
69,2244.0,2022,1
70,1830.875,2022,1
71,1823.6,2022,1
72,1469.5,2022,1
73,3131.2,2022,1
74,2160.0,2022,1
75,725.0,2022,1
76,2428.5714285714284,2022,1
77,1533.3333333333333,2022,1
78,4125.0,2022,1
79,626.0,2022,1
80,440.0,2022,1
81,1186.6666666666667,2022,1
82,1220.0,2022,1
83,706.0,2022,1
84,,2022,1
85,,2022,1
86,,2022,1
87,300.0,2022,1
88,,2022,1
89,,2022,1
90,,2022,1
91,200.0,2022,1
92,,2022,1
93,,2022,1
94,,2022,1
95,,2022,1
96,,2022,1
97,,2022,1
98,,2022,1
99,,2022,1
101,,2022,1
102,,2022,1
103,,2022,1
105,,2022,1
0,,2022,2
1,,2022,2
2,,2022,2
3,,2022,2
4,,2022,2
5,,2022,2
6,,2022,2
7,,2022,2
8,,2022,2
9,,2022,2
10,,2022,2
11,,2022,2
12,,2022,2
13,,2022,2
14,200.0,2022,2
15,547.1428571428571,2022,2
16,463.75,2022,2
17,722.7857142857143,2022,2
18,733.483870967742,2022,2
19,803.2134831460675,2022,2
20,800.7235772357724,2022,2
21,902.1451612903226,2022,2
22,1029.909090909091,2022,2
23,1064.8322147651006,2022,2
24,1171.2056737588653,2022,2
25,1166.1608391608393,2022,2
26,1302.624,2022,2
27,1435.6326530612246,2022,2
28,1504.06875,2022,2
29,1408.9071428571428,2022,2
30,1467.943820224719,2022,2
31,1671.3135593220338,2022,2
32,1631.699421965318,2022,2
33,1847.6390532544376,2022,2
34,1542.984962406015,2022,2
35,2086.005681818182,2022,2
36,1805.485380116959,2022,2
37,1433.2727272727273,2022,2
38,1692.2684210526315,2022,2
39,1847.0684931506848,2022,2
40,1846.220588235294,2022,2
41,1703.5243243243244,2022,2
42,2158.1513513513514,2022,2
43,2153.677966101695,2022,2
44,1660.4880952380952,2022,2
45,1445.1156069364165,2022,2
46,1525.3916083916083,2022,2
47,1422.9142857142858,2022,2
48,1805.173611111111,2022,2
49,1619.6194029850749,2022,2
50,1853.0069444444443,2022,2
51,1844.051851851852,2022,2
52,1617.5725190839694,2022,2
53,1814.5625,2022,2
54,1619.4923076923078,2022,2
55,1950.1632653061224,2022,2
56,1955.6938775510205,2022,2
57,1326.8,2022,2
58,1616.55421686747,2022,2
59,1734.857142857143,2022,2
60,2052.364583333333,2022,2
61,1643.1311475409836,2022,2
62,2812.943396226415,2022,2
63,2641.95,2022,2
64,2210.2272727272725,2022,2
65,2117.85,2022,2
66,2840.758620689656,2022,2
67,1500.4444444444443,2022,2
68,2301.928571428572,2022,2
69,2731.9333333333334,2022,2
70,2676.1666666666665,2022,2
71,1552.2,2022,2
72,2367.6666666666665,2022,2
73,3011.2,2022,2
74,2375.0,2022,2
75,2579.555555555556,2022,2
76,2243.75,2022,2
77,1600.0,2022,2
78,3481.0,2022,2
79,725.0,2022,2
80,1150.0,2022,2
81,500.0,2022,2
82,,2022,2
83,,2022,2
84,1200.0,2022,2
85,1100.0,2022,2
86,300.0,2022,2
87,,2022,2
88,300.0,2022,2
89,,2022,2
90,,2022,2
91,,2022,2
92,,2022,2
93,,2022,2
94,,2022,2
95,,2022,2
96,,2022,2
97,,2022,2
98,,2022,2
99,,2022,2
101,,2022,2
105,,2022,2
0,,2022,3
1,,2022,3
2,,2022,3
3,,2022,3
4,,2022,3
5,,2022,3
6,,2022,3
7,,2022,3
8,,2022,3
9,,2022,3
10,,2022,3
11,,2022,3
12,,2022,3
13,,2022,3
14,242.5,2022,3
15,425.7142857142857,2022,3
16,526.0,2022,3
17,578.88,2022,3
18,725.96875,2022,3
19,881.3953488372093,2022,3
20,815.5925925925926,2022,3
21,1044.234375,2022,3
22,1225.3740458015268,2022,3
23,1245.9463087248323,2022,3
24,1269.361111111111,2022,3
25,1134.8478260869565,2022,3
26,1484.0162601626016,2022,3
27,1470.4534161490683,2022,3
28,1548.6346153846157,2022,3
29,1492.4652777777778,2022,3
30,1597.74375,2022,3
31,1735.153284671533,2022,3
32,1538.427672955975,2022,3
33,1724.4367088607594,2022,3
34,1630.5285714285717,2022,3
35,1893.751552795031,2022,3
36,1756.164893617021,2022,3
37,1557.114754098361,2022,3
38,1642.2615384615383,2022,3
39,1811.854748603352,2022,3
40,2052.243119266055,2022,3
41,1678.715736040609,2022,3
42,1668.415,2022,3
43,2119.865,2022,3
44,1656.89375,2022,3
45,1930.1032608695648,2022,3
46,1571.3333333333333,2022,3
47,1558.271523178808,2022,3
48,1835.0068027210884,2022,3
49,1674.058064516129,2022,3
50,1688.3609467455622,2022,3
51,2034.6811594202895,2022,3
52,1745.3239436619715,2022,3
53,1660.6666666666667,2022,3
54,1786.770491803279,2022,3
55,1909.90099009901,2022,3
56,1915.04,2022,3
57,1690.7291666666667,2022,3
58,1862.4571428571428,2022,3
59,1523.2,2022,3
60,2338.3763440860216,2022,3
61,1760.4305555555557,2022,3
62,2395.0,2022,3
63,2152.0652173913045,2022,3
64,2253.6363636363635,2022,3
65,1717.857142857143,2022,3
66,2799.9411764705883,2022,3
67,2112.3809523809523,2022,3
68,1929.5,2022,3
69,2004.6666666666667,2022,3
70,2870.25,2022,3
71,1647.1666666666667,2022,3
72,1703.7777777777778,2022,3
73,3146.75,2022,3
74,3129.454545454545,2022,3
75,3414.285714285714,2022,3
76,2532.4,2022,3
77,5395.0,2022,3
78,1168.6666666666667,2022,3
79,283.3333333333333,2022,3
80,,2022,3
81,,2022,3
82,1212.0,2022,3
83,,2022,3
84,720.0,2022,3
85,2000.0,2022,3
86,2424.0,2022,3
87,,2022,3
88,2650.0,2022,3
89,,2022,3
90,,2022,3
91,,2022,3
92,,2022,3
93,,2022,3
94,,2022,3
95,,2022,3
96,,2022,3
97,,2022,3
98,,2022,3
99,,2022,3
100,,2022,3
101,,2022,3
102,,2022,3
105,,2022,3
0,,2022,4
1,,2022,4
2,,2022,4
3,,2022,4
4,,2022,4
5,,2022,4
6,,2022,4
7,,2022,4
8,,2022,4
9,,2022,4
10,,2022,4
11,,2022,4
12,,2022,4
13,,2022,4
14,288.0,2022,4
15,530.6666666666666,2022,4
16,452.56,2022,4
17,668.16,2022,4
18,810.2166666666667,2022,4
19,974.1829268292682,2022,4
20,923.7105263157896,2022,4
21,1009.473282442748,2022,4
22,1121.2517985611512,2022,4
23,1318.0544217687077,2022,4
24,1259.609589041096,2022,4
25,1342.0277777777778,2022,4
26,1387.5128205128206,2022,4
27,1457.144827586207,2022,4
28,1863.4093959731545,2022,4
29,1930.6438356164383,2022,4
30,1667.8484848484848,2022,4
31,2249.964285714286,2022,4
32,1627.2292993630574,2022,4
33,2012.5379310344829,2022,4
34,1715.8815789473683,2022,4
35,1890.072463768116,2022,4
36,1803.962962962963,2022,4
37,1761.627659574468,2022,4
38,1899.777142857143,2022,4
39,2009.125748502994,2022,4
40,1835.985849056604,2022,4
41,2325.360824742268,2022,4
42,1983.275,2022,4
43,1959.6203208556149,2022,4
44,2004.421686746988,2022,4
45,2290.895027624309,2022,4
46,1893.2384105960264,2022,4
47,1667.202614379085,2022,4
48,1972.6356589147288,2022,4
49,1980.020979020979,2022,4
50,2304.6305732484075,2022,4
51,1851.972972972973,2022,4
52,2342.4246575342468,2022,4
53,1895.873015873016,2022,4
54,2094.9274193548385,2022,4
55,2217.3214285714284,2022,4
56,2052.811320754717,2022,4
57,2292.684210526316,2022,4
58,2497.59595959596,2022,4
59,1669.2045454545455,2022,4
60,2132.063829787234,2022,4
61,2395.714285714286,2022,4
62,2342.984615384616,2022,4
63,1957.095238095238,2022,4
64,1757.6363636363635,2022,4
65,2303.4210526315787,2022,4
66,2287.057142857143,2022,4
67,2065.0666666666666,2022,4
68,2016.1739130434785,2022,4
69,941.6923076923076,2022,4
70,3556.181818181818,2022,4
71,872.8333333333334,2022,4
72,1716.6666666666667,2022,4
73,1681.8181818181818,2022,4
74,3743.818181818182,2022,4
75,4288.333333333333,2022,4
76,2234.6666666666665,2022,4
77,4450.0,2022,4
78,2383.333333333333,2022,4
79,150.0,2022,4
80,,2022,4
81,2500.0,2022,4
82,1070.0,2022,4
83,1500.0,2022,4
84,1350.0,2022,4
85,1150.0,2022,4
86,,2022,4
87,,2022,4
88,300.0,2022,4
89,,2022,4
90,,2022,4
91,,2022,4
92,,2022,4
93,,2022,4
94,,2022,4
95,,2022,4
96,,2022,4
97,,2022,4
98,,2022,4
99,,2022,4
101,,2022,4
110,,2022,4
0,,2023,1
1,,2023,1
2,,2023,1
3,,2023,1
4,,2023,1
5,,2023,1
6,,2023,1
7,,2023,1
8,,2023,1
9,,2023,1
10,,2023,1
11,,2023,1
12,,2023,1
13,,2023,1
14,353.3333333333333,2023,1
15,270.0,2023,1
16,463.4090909090909,2023,1
17,700.3333333333334,2023,1
18,871.9705882352941,2023,1
19,940.075,2023,1
20,1041.1792452830189,2023,1
21,1034.235294117647,2023,1
22,1146.123076923077,2023,1
23,1332.4184397163122,2023,1
24,1326.409090909091,2023,1
25,1500.6296296296296,2023,1
26,1735.0942028985507,2023,1
27,1425.1846153846154,2023,1
28,1989.9714285714283,2023,1
29,1763.125,2023,1
30,1856.9115646258504,2023,1
31,1815.79674796748,2023,1
32,2286.487341772152,2023,1
33,1873.1719745222929,2023,1
34,1911.6601307189544,2023,1
35,1808.8625,2023,1
36,1892.6521739130435,2023,1
37,1577.0670103092784,2023,1
38,1991.792899408284,2023,1
39,1786.7555555555557,2023,1
40,2119.48717948718,2023,1
41,2255.811111111111,2023,1
42,3154.423076923077,2023,1
43,1852.6939890710385,2023,1
44,2092.6353591160223,2023,1
45,2045.941520467836,2023,1
46,2049.8076923076924,2023,1
47,1874.0,2023,1
48,2044.3507462686568,2023,1
49,2036.7702702702704,2023,1
50,2020.487654320988,2023,1
51,2067.525,2023,1
52,2127.9407407407407,2023,1
53,1913.5348837209303,2023,1
54,2089.305970149254,2023,1
55,3052.694117647058,2023,1
56,2264.783783783784,2023,1
57,1827.72,2023,1
58,2033.252336448598,2023,1
59,2198.3837209302324,2023,1
60,2370.0,2023,1
61,2154.153846153846,2023,1
62,2101.1612903225805,2023,1
63,1867.7894736842104,2023,1
64,1901.0196078431368,2023,1
65,2511.470588235294,2023,1
66,2274.1481481481483,2023,1
67,2090.333333333333,2023,1
68,1391.2,2023,1
69,2719.5,2023,1
70,4678.25,2023,1
71,879.3333333333334,2023,1
72,1368.3333333333333,2023,1
73,2000.4,2023,1
74,3696.6666666666665,2023,1
75,1539.4,2023,1
76,4751.5,2023,1
77,4337.5,2023,1
78,2000.0,2023,1
79,1050.0,2023,1
80,,2023,1
81,83.0,2023,1
82,,2023,1
83,200.0,2023,1
84,1400.0,2023,1
85,200.0,2023,1
86,,2023,1
87,,2023,1
88,300.0,2023,1
89,,2023,1
90,,2023,1
91,,2023,1
92,,2023,1
93,,2023,1
94,,2023,1
95,,2023,1
96,,2023,1
97,,2023,1
99,,2023,1
100,,2023,1
101,,2023,1
105,,2023,1
110,,2023,1
0,,2023,2
1,,2023,2
2,,2023,2
3,,2023,2
4,,2023,2
5,,2023,2
6,,2023,2
7,,2023,2
8,,2023,2
9,,2023,2
10,,2023,2
11,,2023,2
12,,2023,2
13,,2023,2
14,500.0,2023,2
15,90.0,2023,2
16,464.2857142857143,2023,2
17,653.2272727272727,2023,2
18,922.181818181818,2023,2
19,965.418918918919,2023,2
20,1026.896551724138,2023,2
21,1069.0923076923077,2023,2
22,1070.6423357664237,2023,2
23,1401.148936170213,2023,2
24,1401.5882352941176,2023,2
25,1570.9782608695652,2023,2
26,2026.96,2023,2
27,1621.7847222222222,2023,2
28,1604.6923076923076,2023,2
29,1570.9767441860463,2023,2
30,1996.3513513513512,2023,2
31,1771.609022556391,2023,2
32,1840.9150326797385,2023,2
33,1927.9454545454544,2023,2
34,2271.4117647058824,2023,2
35,2274.796178343949,2023,2
36,2029.2027027027027,2023,2
37,1706.1511627906978,2023,2
38,2062.512658227848,2023,2
39,1788.5689655172414,2023,2
40,1883.977653631285,2023,2
41,2245.517441860465,2023,2
42,2914.855670103093,2023,2
43,1959.0955056179776,2023,2
44,2048.8,2023,2
45,2146.8342857142857,2023,2
46,2398.5657142857144,2023,2
47,2126.304964539007,2023,2
48,1776.6527777777778,2023,2
49,2870.5454545454545,2023,2
50,1852.1627906976744,2023,2
51,2238.0,2023,2
52,2089.1186440677966,2023,2
53,1829.282442748092,2023,2
54,2052.8596491228072,2023,2
55,2773.25,2023,2
56,2298.0,2023,2
57,2148.3118279569894,2023,2
58,1936.8392857142856,2023,2
59,2645.2688172043013,2023,2
60,1700.2285714285715,2023,2
61,2536.657534246576,2023,2
62,2043.4153846153847,2023,2
63,1951.055555555556,2023,2
64,2178.938775510204,2023,2
65,2752.6857142857143,2023,2
66,3231.7272727272725,2023,2
67,2942.6666666666665,2023,2
68,1562.0,2023,2
69,1604.8235294117646,2023,2
70,3046.6666666666665,2023,2
71,3766.0,2023,2
72,1005.0,2023,2
73,3764.285714285714,2023,2
74,2409.0,2023,2
75,6760.4,2023,2
76,8230.0,2023,2
77,1400.0,2023,2
78,3100.0,2023,2
79,516.6666666666666,2023,2
80,1525.0,2023,2
81,83.0,2023,2
82,,2023,2
83,1320.0,2023,2
84,,2023,2
85,,2023,2
86,,2023,2
87,,2023,2
88,,2023,2
89,,2023,2
90,,2023,2
91,,2023,2
92,,2023,2
93,,2023,2
94,,2023,2
95,,2023,2
96,,2023,2
97,,2023,2
98,,2023,2
100,,2023,2
101,,2023,2
102,,2023,2
105,,2023,2
110,,2023,2
0,,2023,3
1,,2023,3
2,,2023,3
3,,2023,3
4,,2023,3
5,,2023,3
6,,2023,3
7,,2023,3
8,,2023,3
9,,2023,3
10,,2023,3
11,,2023,3
12,,2023,3
13,,2023,3
14,492.5,2023,3
15,500.0,2023,3
16,476.0,2023,3
17,670.0,2023,3
18,824.2714285714286,2023,3
19,1055.0684931506848,2023,3
20,917.7333333333332,2023,3
21,1046.1545454545455,2023,3
22,1069.6783216783217,2023,3
23,1284.0785714285714,2023,3
24,1351.408,2023,3
25,1477.076923076923,2023,3
26,1653.7333333333331,2023,3
27,1472.564935064935,2023,3
28,1532.421768707483,2023,3
29,1886.1507936507935,2023,3
30,1953.1258278145692,2023,3
31,2405.5839416058398,2023,3
32,2136.7710843373493,2023,3
33,1708.417808219178,2023,3
34,2248.3197278911566,2023,3
35,1856.280701754386,2023,3
36,1817.304054054054,2023,3
37,1968.4968152866245,2023,3
38,1908.2325581395348,2023,3
39,1852.355828220859,2023,3
40,1943.6753926701567,2023,3
41,2519.81875,2023,3
42,2104.852216748769,2023,3
43,2248.795580110497,2023,3
44,1894.1096774193547,2023,3
45,2116.541935483871,2023,3
46,2409.6768292682927,2023,3
47,2190.6012658227846,2023,3
48,2108.6560509554142,2023,3
49,2460.413043478261,2023,3
50,3076.6477272727275,2023,3
51,2049.781512605042,2023,3
52,2379.902985074627,2023,3
53,2036.058394160584,2023,3
54,2092.558139534884,2023,3
55,1775.4621848739496,2023,3
56,1944.119266055046,2023,3
57,1853.085106382979,2023,3
58,2321.0442477876104,2023,3
59,2916.02,2023,3
60,2394.6849315068494,2023,3
61,2749.268656716418,2023,3
62,2711.2388059701493,2023,3
63,2174.576271186441,2023,3
64,1644.7317073170732,2023,3
65,2014.555555555556,2023,3
66,3199.6153846153848,2023,3
67,2338.695652173913,2023,3
68,2699.090909090909,2023,3
69,1563.3333333333333,2023,3
70,2829.285714285714,2023,3
